game_id,game_name,game_des,game_yr_pub,min_players,max_players,min_play_time,max_play_time,min_age,num_ratings,avg_rating,bayes_avg_rating,overall_rank_bayesavg,family_rank_bayes,complexity,categories,mechanics,families,implementations,designers,publishers
284378,Kanban EV,"Electric vehicles (EVs) have become more common since 2014 and are the future of the automobile industry. They are superior vehicles due to them being more efficient, easier to maintain, cleaner, and cheaper to run. They are computerized machines that use AI to improve safety and in the near future will provide autonomous driving. They receive software upgrades during their lifetime and are constantly improving, unlike their traditional combustion-engine counterparts, which start to become obsolete as soon as you start using them.&#10;&#10;You will be overseeing the production of these vehicles in Kanban EV, with &quot;kanban&quot; (&#231;&#156;&#139;&#230;&#157;&#191;) being the name for a scheduling system that supports an efficient assembly line, just-in-time production, and a smooth workflow process. Over the course of the game, players take on the role of rookie employees who are trying to secure their career. You need to manage suppliers and supplies, improve and innovate automobile parts, and get your hands greasy on the assembly line in order to boost production and impress the factory manager.&#10;&#10;You must make shrewd use of the recycling facilities and the limited factory supplies in order to appropriate parts when the suppliers come up short. Because the factory must run at optimum efficiency, production doesn't wait for you or for mistakes. Sandra, the factory manager, will review your performance and keep the factory on tempo.&#10;&#10;Kanban EV is a game that focuses on resource and time management that puts you in the driver's seat of an entire production facility, racing for factory goals and the highest level of promotion. You earn production points (PP) for performing various actions in the game, and the player with the most PP at the end of the game wins.&#10;&#10;&mdash;description from publisher&#10;&#10;Includes solo mode by D&aacute;vid Turczi&#10;&#10;",2020,1,4,60,180,14,3503,8.59749,7.52554,98|7.52554,strategygames/47/7.74413,4.3553,Economic|Industry / Manufacturing,Action Points|Hand Management|Variable Phase Order|Worker Placement,Crowdfunding: Kickstarter|Theme: Automotive Industry,Bot Factory|Kanban: Driver's Edition,Vital Lacerda,"Eagle-Gryphon Games|Editions Philibert|Geekach Games|Gém Klub Kft.|Giochix.it|hobbity.eu|Korea Boardgames Co., Ltd.|Lavka Games|Maldito Games|Skellig Games|TLAMA games|YOKA Games"
178900,Codenames,"Codenames is an easy party game to solve puzzles. &#10;The game is divided into red and blue, each side has a team leader, the team leader's goal is to lead their team to the final victory. &#10;At the beginning of the game, there will be 25 cards on the table with different words. Each card has a corresponding position, representing different colors. &#10;Only the team leader can see the color of the card. The team leader should prompt according to the words, let his team members find out the cards of their corresponding colors, and find out all the cards of their own colors to win.&#10;&#10;",2015,2,8,15,15,14,76642,7.58944,7.49757,106|7.49757,partygames/2/7.52035,1.2755,Card Game|Deduction|Party Game|Spies/Secret Agents|Word Game,Communication Limits|Memory|Push Your Luck|Team-Based Game,Components: Sand Timers|Game: Codenames|Mechanism: Give a Clue / Get a Clue|Word Games: Guess the Word,Codenames: Blizzard Edition,Vlaada Chvátil,"Czech Games Edition|Asmodee|Bergsala Enigma (Enigma)|Boardgame Space|Brain Games|Broadway Toys LTD|Cranio Creations|Cuaca Cerah Games|Devir|DiceTree Games|Fantasmagoria|Feelindigo|GaGa Games|Gém Klub Kft.|Golden Egg Games|Heidelberger Spieleverlag|Hobby Japan|IELLO|Kaissa Chess & Games|Land of Beautiful Mind (سرزمین ذهن زیبا)|Lex Games|MINDOK|More Fun Co., Ltd.|Nordic Games GmbH|One Moment Games|Ponva d.o.o.|Pridemage Games|Rebel Sp. z o.o.|SuperHeated Neurons|TWOPLUS Games|White Goblin Games"
132531,Roll for the Galaxy,"Game description from the publisher:&#10;&#10;Roll for the Galaxy is a dice game of building space empires for 2&ndash;5 players. Your dice represent your populace, whom you direct to develop new technologies, settle worlds, and ship goods. The player who best manages his workers and builds the most prosperous empire wins!&#10;&#10;This dice version of Race for the Galaxy takes players on a new journey through the Galaxy, but with the feel of the original game.&#10;&#10;",2014,2,5,45,45,13,28793,7.63992,7.49364,108|7.49364,strategygames/99/7.50642,2.7768,Civilization|Dice|Economic|Science Fiction|Space Exploration,Action Retrieval|Contracts|Dice Rolling|Follow|Simultaneous Action Selection|Variable Phase Order|Variable Player Powers|Worker Placement with Dice Workers,Components: Dice with Icons|Crowdfunding: Wspieram|Digital Implementations: Board Game Arena|Game: Race for the Galaxy|Mechanism: Tableau Building|Versions & Editions: Dice Versions of Non-Dice Games,Race for the Galaxy,Wei-Hwa Huang|Thomas Lehmann,"Rio Grande Games|CrowD Games|Devir|Games Factory Publishing|Gigamic|Hobby Japan|Korea Boardgames Co., Ltd.|Pegasus Spiele|Portal Games"
36218,Dominion,"&quot;You are a monarch, like your parents before you, a ruler of a small pleasant kingdom of rivers and evergreens. Unlike your parents, however, you have hopes and dreams! You want a bigger and more pleasant kingdom, with more rivers and a wider variety of trees. You want a Dominion! In all directions lie fiefs, freeholds, and feodums. All are small bits of land, controlled by petty lords and verging on anarchy. You will bring civilization to these people, uniting them under your banner.&#10;&#10;But wait! It must be something in the air; several other monarchs have had the exact same idea. You must race to get as much of the unclaimed land as possible, fending them off along the way. To do this you will hire minions, construct buildings, spruce up your castle, and fill the coffers of your treasury. Your parents wouldn't be proud, but your grandparents, on your mother's side, would be delighted.&quot;&#10;&#10;&mdash;description from the back of the box&#10;&#10;In Dominion, each player starts with an identical, very small deck of cards.  In the center of the table is a selection of other cards the players can &quot;buy&quot; as they can afford them.  Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end.&#10;&#10;Dominion is not a CCG, but the play of the game is similar to the construction and play of a CCG deck. The game comes with 500 cards. You select 10 of the 25 Kingdom card types to include in any given play&mdash;leading to immense variety.&#10;&#10;&mdash;user summary&#10;&#10;Part of the Dominion series.&#10;&#10;",2008,2,4,30,30,13,82851,7.60706,7.4944,107|7.4944,strategygames/110/7.45238,2.3542,Card Game|Medieval,"Deck, Bag, and Pool Building|Delayed Purchase|Hand Management|Take That|Variable Set-up",Crowdfunding: Wspieram|Game: Dominion|Misc: Mensa Select,Dominion (Second Edition)|Het Koninkrijk Dominion,Donald X. Vaccarino,"Rio Grande Games|999 Games|Albi|Bard Centrum Gier|Conclave Editora|cutia.ro|Devir|Filosofia Éditions|Games Factory Publishing|Gém Klub Kft.|Hans im Glück|Hobby Japan|Hobby World|IUVI Games|Kaissa Chess & Games|Korea Boardgames Co., Ltd.|Lautapelit.fi|Martinex|Runadrake|Smart Ltd|Stupor Mundi|Swan Panasia Co., Ltd.|Vennerød Forlag AS|Ystari Games"
233371,Clank! In! Space!: A Deck-Building Adventure,"The evil Lord Eradikus has all but conquered the galaxy and is now on a victory lap across the sector in his flagship, Eradikus Prime. He may rule with an iron grip, but his most prized artifacts are about to slip through his cyborg claws. You and your fellow thieves have challenged each other to sneak aboard his ship, hack your way into its command module, and steal from him.&#10;&#10;Along the way, you'll recruit allies and snatch up extra loot. But one false step and &mdash; Clank! Careless noise draws the attention of Lord Eradikus. Hacking into his command module and stealing his artifacts increases his rage. You'd better hope your friends are louder than you are if you want to make it to an escape pod and get out alive...&#10;&#10;Clank! In! Space! is built on the same game system as Clank!: A Deck-Building Adventure, with players building a personal deck of cards throughout the course of the game, with the cards allowing them to move through the spaceship, attack things, acquire new cards, and &mdash; oh yeah &mdash; make noise to attract Lord Eradikus and potentially seal their own doom.&#10;&#10;",2017,2,4,45,90,12,11277,7.84072,7.49249,109|7.49249,strategygames/89/7.53955,2.5309,Science Fiction,"Deck, Bag, and Pool Building|Modular Board|Open Drafting|Player Elimination|Point to Point Movement|Push Your Luck",Game: Clank!,Clank!: A Deck-Building Adventure,Paul Dennen,Dire Wolf|Renegade Game Studios|17wanzy (Yihu BG)|Lucrum Games|REXhry|Schwerkraft-Verlag
172287,Champions of Midgard,"Champions of Midgard is a middleweight, Viking-themed, worker placement game with dice rolling in which players are leaders of Viking clans who have traveled to an embattled Viking harbor town to help defend it against the threat of trolls, draugr, and other mythological Norse beasts. By defeating these epic creatures, players gain glory and the favor of the gods. When the game ends, the player who has earned the most glory earns the title of Jarl and is recognized as a champion of Midgard!&#10;&#10;Placing workers allows for the collection of resources and warriors, which players may then send on journeys to neighboring villages or across the sea to defeat monsters and gain the glory they need for victory. Resources are used to carve runes, build ships, and feed your followers. Viking warriors (custom dice) do battle with the myriad enemies the town faces.&#10;&#10;",2015,2,4,60,90,10,15053,7.75864,7.48444,111|7.48444,strategygames/97/7.51813,2.5939,Adventure|Dice|Fantasy|Fighting|Medieval|Mythology,Dice Rolling|Set Collection|Variable Player Powers|Worker Placement,Crowdfunding: Spieleschmiede|Digital Implementations: Tabletopia|Game: Champions of Midgard|Mythology: Norse|Series: Book Box (DiceTree)|Theme: Vikings,,Ole Steiness,Grey Fox Games|Corax Games|Czacha Games|Don't Panic Games|Ediciones MasQueOca|Games Warehouse|Lavka Games
263918,Cartographers,"Queen Gimnax has ordered the reclamation of the northern lands. As a cartographer in her service, you are sent to map this territory, claiming it for the Kingdom of Nalos. Through official edicts, the queen announces which lands she prizes most, and you will increase your reputation by meeting her demands. But you are not alone in this wilderness. The Dragul contest your claims with their outposts, so you must draw your lines carefully to reduce their influence. Reclaim the greatest share of the queen&rsquo;s desired lands and you will be declared the greatest cartographer in the kingdom.&#10;&#10;In Cartographers: A Roll Player Tale, players compete to earn the most reputation stars by the time four seasons have passed. Each season, players draw on their map sheets and earn reputation by carrying out the queen's edicts before the season is over. The player with the most reputation stars at the end of winter wins!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2019,1,100,30,45,10,18856,7.706,7.48312,112|7.48312,familygames/14/7.53028,1.8968,Fantasy|Territory Building,Bingo|Grid Coverage|Line Drawing|Paper-and-Pencil|Solo / Solitaire Game|Square Grid,Components: Map (Continental / National scale)|Components: Polyominoes|Digital Implementations: Tabletopia|Mechanism: Flip-and-Write|Players: Games with Solitaire Rules|Setting: World of Ulos,,Jordy Adan,Thunderworks Games|Buró|Gen-X Games|Grok Games|Hobby World|Intrafin Games|Kaissa Chess & Games|Ludofy Creative|Mandoo Games|Ogry Games|Outland|Pegasus Spiele|Pridemage Games|Raven Distribution|Reflexshop|Regatul Jocurilor|REXhry|Tower Tactic Games|The Wood Games
30549,Pandemic,"In Pandemic, several virulent diseases have broken out simultaneously all over the world! The players are disease-fighting specialists whose mission is to treat disease hotspots while researching cures for each of four plagues before they get out of hand.&#10;&#10;The game board depicts several major population centers on Earth. On each turn, a player can use up to four actions to travel between cities, treat infected populaces, discover a cure, or build a research station. A deck of cards provides the players with these abilities, but sprinkled throughout this deck are Epidemic! cards that accelerate and intensify the diseases' activity. A second, separate deck of cards controls the &quot;normal&quot; spread of the infections.&#10;&#10;Taking a unique role within the team, players must plan their strategy to mesh with their specialists' strengths in order to conquer the diseases. For example, the Operations Expert can build research stations which are needed to find cures for the diseases and which allow for greater mobility between cities; the Scientist needs only four cards of a particular disease to cure it instead of the normal five&mdash;but the diseases are spreading quickly and time is running out. If one or more diseases spreads beyond recovery or if too much time elapses, the players all lose. If they cure the four diseases, they all win!&#10;&#10;The 2013 edition of Pandemic includes two new characters&mdash;the Contingency Planner and the Quarantine Specialist&mdash;not available in earlier editions of the game.&#10;&#10;Pandemic is the first game in the Pandemic series.&#10;&#10;",2008,2,4,45,45,8,111314,7.5808,7.47878,114|7.47878,strategygames/124/7.39785|familygames/17/7.46178,2.4058,Medical,Action Points|Cooperative Game|Hand Management|Point to Point Movement|Set Collection|Trading|Variable Player Powers,Components: Map (Global Scale)|Components: Multi-Use Cards|Digital Implementations: Board Game Arena|Game: Pandemic|Medical: Diseases|Occupation: Dispatcher|Occupation: Medic / Doctor / Nurses|Occupation: Researcher / Scientist|Region: The World|Theme: Science,Pandemic Legacy: Season 0|Pandemic Legacy: Season 1|Pandemic Legacy: Season 2|Pandemic: Fall of Rome|Pandemic: Hot Zone – Europe|Pandemic: Hot Zone – North America|Pandemic: Iberia|Pandemic: Reign of Cthulhu|Pandemic: Rising Tide|Pandemic: The Cure|World of Warcraft: Wrath of the Lich King,Matt Leacock,"Z-Man Games|ADC Blackfire Entertainment|Albi|Asmodee|Asmodee Italia|Asterion Press|Bergsala Enigma (Enigma)|Boardgame Space|Brain Games|Devir|Filosofia Éditions|Galápagos Jogos|Gém Klub Kft.|HaKubia|Hobby Japan|HomoLudicus|Jolly Thinkers|Kaissa Chess & Games|Korea Boardgames Co., Ltd.|Lacerta|Lautapelit.fi|Lifestyle Boardgames Ltd|MINDOK|Nordic Games GmbH|Paladium Games|Pegasus Spiele|Quined White Goblin Games|Rebel Sp. z o.o.|Siam Board Games|Stratelibri|Wargames Club Publishing|White Goblin Games|Zhiyanjia|Ігромаг|Взрослые дети"
218417,Aeon's End: War Eternal,"Gravehold remains the last bastion of The World That Was. As the otherworldly incursions from the creatures known only as The Nameless intensify, a cadre of strange survivors emerge from the void itself. Will they be Gravehold's salvation or its undoing?&#10;&#10;War Eternal is a standalone game compatible with the cooperative deck-building game Aeon's End. Players struggle to defend Gravehold from The Nameless and their hordes using unique abilities, powerful spells, and an all-new cast of dynamic characters. Featuring a number of innovative mechanisms, including a variable turn order system that simulates the chaos of an attack and deck management rules that require careful planning, War Eternal can be played alone or combined with other Aeon's End content for a game experience like no other.&#10;&#10;",2017,1,4,60,60,14,4344,8.3597,7.48837,110|7.48837,strategygames/62/7.64711,2.9364,Card Game|Fantasy|Science Fiction,"Cooperative Game|Deck, Bag, and Pool Building|Hand Management|Open Drafting|Variable Phase Order|Variable Player Powers",Crowdfunding: Kickstarter|Game: Aeon's End|Players: Games with Solitaire Rules,,Kevin Riley,Action Phase Games|Indie Boards & Cards|Frosted Games|Matagot|Portal Games|Surfin' Meeple China
196340,Yokohama,"Once Yokohama was just a fishing village, but now at the beginning of the Meiji era it's becoming a harbor open to foreign countries and one of the leading trade cities of Japan. As a result, many Japanese products such as copper and raw silk are collected in Yokohama for export to other countries. At the same time, the city is starting to incorporate foreign technology and culture, with even the streets becoming more modernized. In the shadow of this development was the presence of many Yokohama merchants.&#10;&#10;In YOKOHAMA, each player is a merchant in the Meiji period, trying to gain fame from a successful business, and to do so they need to build a store, broaden their sales channels, learn a variety of techniques, and (of course) respond to trade orders from abroad.&#10;&#10;",2016,2,4,90,90,14,10103,7.83732,7.47817,116|7.47817,strategygames/82/7.56261,3.2883,Economic,"Contracts|End Game Bonuses|Grid Movement|Modular Board|Network and Route Building|Set Collection|Variable Set-up|Worker Placement|Worker Placement, Different Worker Types",Cities: Yokohama (Japan)|Country: Japan|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Game: Yokohama,Yokohama Duel|Yokohama Roll & Write,Hisashi Hayashi,OKAZU Brand|Tasty Minstrel Games|2Tomatoes Games|BoardM Factory|Cranio Creations|Dexker Games|dlp games|Playfun Games
198928,Pandemic: Iberia,"Welcome to the Iberian Peninsula! Set in 1848, Pandemic Iberia asks you to take on the roles of nurse, railwayman, rural doctor, sailor, and more to find the cures to malaria, typhus, the yellow fever, and cholera.&#10;&#10;From Barcelona to Lisboa, you will need to travel by carriage, by boat, or by train to help the Iberian populace. While doing so, distributing purified water and developing railways will help you slow the spread of diseases in this new version of Pandemic.&#10;&#10;Discover a unique part of the world during a historically significant time period: the construction of the first railroad in the Iberian Peninsula during the Spring of Nations.&#10;&#10;The game comes with two variants that can be added :&#10;&#10;     Influx of Patients : the cubes, representing patients, will tend to flock to hospitals to try to get cured. Hospitals also are a bit more powerful.&#10;     Historical Diseases : instead of being generic, each disease has a specific power to better represent what it is (Malaria, Cholera, Yellow Fever etc.)&#10;&#10;&#10;Part of the Pandemic series.&#10;&#10;",2016,2,5,45,45,8,9072,7.91074,7.4785,115|7.4785,strategygames/90/7.53793,2.5786,Medical|Post-Napoleonic|Trains,Action Points|Cooperative Game|Hand Management|Network and Route Building|Point to Point Movement|Set Collection|Solo / Solitaire Game|Trading|Variable Player Powers,Components: Map (Continental / National scale)|Components: Multi-Use Cards|Components: Wooden pieces & boards|Country: Andorra|Country: Portugal|Country: Spain|Game: Pandemic|Medical: Diseases|Occupation: Medic / Doctor / Nurses|Occupation: Researcher / Scientist|Theme: Science,Pandemic,Jesús Torres Castro|Matt Leacock,Z-Man Games|Asterion Press|Devir|Filosofia Éditions|Hobby Japan
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,"Have you ever had the desire to walk the streets of Victorian London with Sherlock Holmes in search of Professor Moriarty? To search the docks for the giant rat of Sumatra? To walk up Baker Street as the fog is rolling in and hear Holmes cry out, &quot;Come, Watson, come! The game is afoot!&quot;? Now you can! You can enter the opium den beneath the Bar of Gold, but beware, that may be Colonel Sebastian Moran lurking around the corner. You can capture the mystery and excitement of Holmes' London in this challenging and informative game. You, the player, will match your deductive abilities against your opponents and the master sleuth himself, Sherlock Holmes.&#10;&#10;In Sherlock Holmes Consulting Detective, you are presented with a mystery to solve, and it is then up to you to trace the threads of evidence through the byways and mansions of nineteenth century London. You will interview suspects, search the newspapers for clues, and put together the facts to reach a solution.&#10;&#10;Why were two lions murdered in Hyde Park? Who is responsible for the missing paintings from the National Gallery? Who murdered Oswald Mason and why? These are just a few of the cases that will challenge your ingenuity and deductive abilities.&#10;&#10;This is not a board game: No dice, no luck, but a challenge to your mental ability. The game has been thoroughly researched for Holmesian and Victorian accuracy so as to capture a feeling of that bygone era.&#10;&#10;",1982,1,8,60,120,13,18954,7.69245,7.47094,119|7.47094,thematic/34/7.50578,0.0,Deduction|Murder/Mystery|Novel-based|Post-Napoleonic|Spies/Secret Agents,Cooperative Game|Narrative Choice / Paragraph|Solo / Solitaire Game|Storytelling,Books: Mystery Novels|Books: Sherlock Holmes|Cities: London (England)|Country: England|Game: Sherlock Holmes Consulting Detective|Misc: Limited replayability|Players: Games with Solitaire Rules,,Raymond Edwards|Suzanne Goldberg|Gary Grady,"Sleuth Publications|Space Cowboys|Angry Lion Games|Asmodee|Asmodee Italia|Asterion Press|Ben Sanders Co.|Casper|Chessex|CrowD Games|Descartes Editeur|Edge Entertainment|International Team|Kaissa Chess & Games|KOSMOS|Rawstone|Target Games|Ystari Games|二見書房 ( Futami Shobo Publishing Co., Ltd. )"
163068,Trickerion: Legends of Illusion,"Trickerion is a competitive Euro-style strategy game set in a fictional world inspired by the late 19th century urban life and culture, spiced with a pinch of supernatural.&#10;&#10;Players take on the roles of rival stage illusionists, each with their own strengths and characteristics. They are striving for fortune and fame in a competition hosted by a legendary magician, looking for a successor worthy of the mighty Trickerion Stone, which is fabled to grant supernatural power to its owner.&#10;&#10;Using worker placement and simultaneous action selection mechanisms, the Illusionists and their teams of helpers &mdash; the Engineer, the Assistant, the Manager, and a handful of Apprentices &ndash; obtain blueprints and components for increasingly complex magic tricks, expand the team and set up performances by visiting the Downtown, Dark Alley, Market Row and Theater locations on the main game board depicting a late 19th century cityscape.&#10;&#10;The tricks are stored and prepared on the Magician's own Workshop game board, while the performances themselves take place at the Theater in the form of a tile placement mini-game with lots of player interaction. The performances yield Fame points and Coins to their owners based on the tricks they consist of. Fame points have multiple uses, but they also serve as a win condition - After turn 7, when the last Performance card is revealed, the game ends and the illusionist with the most Fame points wins.&#10;&#10;The game offers 48 different Tricks to be learned from the Optical, Spiritual, Mechanical and Escape categories, over 90 character abilities, and 40 Special Assignment cards that influence the actions taken at the various game locations. The base game can be expanded with two optional rule modules to add further strategic depth to the game.&#10;&#10;The &quot;Dark Alley&quot; expansion included in the base game adds a new location to the game. It also comes with 48 new Special Assignment cards, a new tier of Tricks, and 27 Prophecy tokens that can alter certain game rules turn by turn, giving the game additional variety.&#10;&#10;",2015,2,4,60,180,14,8123,7.94984,7.47901,113|7.47901,strategygames/77/7.57703,4.2213,Post-Napoleonic,"Action Points|Action Queue|Catch the Leader|Dice Rolling|Simultaneous Action Selection|Tile Placement|Turn Order: Stat-Based|Worker Placement|Worker Placement, Different Worker Types",Components: Dice with Icons|Components: Gems/Crystals|Crowdfunding: Kickstarter|Crowdfunding: Spieleschmiede|Digital Implementations: Tabletopia|Game: Trickerion,,Richard Amann|Viktor Peter,Mindclash Games|APE Games|Corax Games|Grok Games|Maldito Games|Super Meeple
253344,Cthulhu: Death May Die,"In Cthulhu: Death May Die, inspired by the writings of H.P. Lovecraft, you and your fellow players represent investigators in the 1920s who instead of trying to stop the coming of Elder Gods, want to summon those otherworldly beings so that you can put a stop to them permanently. You start the game insane, and while your long-term goal is to shoot Cthulhu in the face, so to speak, at some point during the game you'll probably fail to mitigate your dice rolls properly and your insanity will cause you to do something terrible &mdash; or maybe advantageous. Hard to know for sure.&#10;&#10;The game has multiple episodes, and each of them has a similar structure of two acts, those being before and after you summon whatever it is you happen to be summoning. If any character dies prior to the summoning, then the game ends and you lose; once the Elder One is on the board, as long as one of you is still alive, you still have a chance to win.&#10;&#10;The episodes are all standalone and not contingent on being played in a certain order or with the same players.&#10;&#10;",2019,1,5,90,120,14,6502,8.1395,7.47721,117|7.47721,thematic/23/7.69012,2.3981,Fantasy|Fighting|Horror|Miniatures,Action Points|Cooperative Game|Dice Rolling|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Variable Player Powers,Category: Dungeon Crawler|Components: Dice with Icons|Components: Miniatures|Creatures: Monsters|Crowdfunding: Kickstarter|Players: Games with Solitaire Rules|Theme: Cthulhu Mythos,,Rob Daviau|Eric M. Lang,CMON Global Limited|Asmodee|Asmodee Italia|BoardM Factory|Delta Vision Publishing|Edge Entertainment|Galápagos Jogos|Game Harbor|Guillotine Games|Hobby World|Portal Games|REXhry
175155,Forbidden Stars,"The shifting Warp Storms that surround the long lost Herakon Cluster have finally abated, leaving the ancient treasures and planets within this sector open to the rest of the galaxy. Now, the great factions of the galaxy mobilize their fleets and race to establish a foothold. The reward for successful domination surpasses all other concerns, and the price for conquering this sector will be paid in lives.&#10;&#10;Forbidden Stars challenges you and up to three other players to take command of a mighty fighting force: the Ultramarines chapter of Space Marines, the Eldar of Craftworld Iyanden, the Evil Sunz Ork clan, or the World Eaters Warband of the Chaos Space Marines. Each faction offers unique armies and play styles, but your goal remains the same &mdash; to claim the key objectives selected for your faction. These objective tokens are scattered throughout the Herakon Cluster, but your opponents are sure to defend your objectives against you. You need to build massive armies and command them in unending war to best your enemies and claim your objectives. The fight for the Herakon Cluster is brutal and bloody, and either you will stride triumphant over the bodies of your fallen foes &mdash; or they will do the same to you.&#10;&#10;Each round in Forbidden Stars is divided into three phases. In the planning phase, players take turns placing order tokens face down on the separate tiles (systems) that make up the game board; the four types of order tokens that players can place correspond to four types of actions that players can resolve in the second phase of play. In the operations phase, players reveal their tokens to:&#10;&#10;&#10;     Dominate, draining friendly planets of their important resources&#10;     Strategize, purchasing cards that can upgrade their orders and combat abilities&#10;     Deploy, building cities, factories, bastions, and new mobile units&#10;     Advance, moving units and attacking their enemies.&#10;&#10;&#10;The last phase of each round is the refresh phase, during which players profit from the planets they control, reveal event cards to move the impassable Warp Storms, and heal any units wounded in battle.&#10;&#10;Because of the game's three-phase structure, strategy in Forbidden Stars is balanced between short-term bluffing and long-term tactical military action. The game's set-up also poses strategic opportunities. Players start the game by taking turns assembling sections of the Herakon Cluster, placing individual system tiles along with their own starting forces and the enemy objectives that they must defend. This intentional construction, along with the unique domination abilities of the game's four factions, means that players must work to best utilize their own force's strengths while exploiting the weaknesses of their opponents.&#10;&#10;",2015,2,4,120,180,14,8167,7.96961,7.47014,121|7.47014,strategygames/84/7.54973,0.0,Bluffing|Fighting|Miniatures|Science Fiction|Wargame,Area Majority / Influence|Area Movement|Card Play Conflict Resolution|Dice Rolling|Hand Management|Modular Board|Order Counters|Variable Player Powers,"Components: Miniatures|Mechanism: 4X|Setting: Warhammer 40,000 Board Games",StarCraft: The Board Game,Samuel Bailey|James Kniffen|Corey Konieczka,Fantasy Flight Games|Asterion Press|Edge Entertainment|Galakta|Heidelberger Spieleverlag
127023,Kemet,"In Kemet, players each deploy the troops of an Egyptian tribe and use the mystical powers of the gods of ancient Egypt &ndash; along with their powerful armies &ndash; to score points in glorious battles or through invasion of rich territories. A game is typically played to 8 or 10 victory points, which may be accrued through winning attacks, controlling temples, controlling fully-developed pyramids, sacrificing to the gods, and wielding particular magical powers.&#10;&#10;The conquest for the land of Kemet takes place over two phases: Day and Night. During the day, choose an action amongst the nine possible choices provided by your player mat and perform it immediately. Once every player has taken five actions, night falls, with players gathering Prayer Points from their temples, drawing Divine Intervention cards, and determining the turn order before the start of the new day.&#10;&#10;As the game progresses, they can use Prayer Points to acquire power tiles. Some of these enroll magical creatures and have them join their troops. In addition to intimidating enemies, these creatures provide special powers!&#10;&#10;Detailed miniature components represent the combat units and the supernatural creatures that are summoned to enhance them. Combat is resolved through cards chosen from a diminishing six-card hand and enhanced by bonuses.&#10;&#10;Play By Forum&#10;&#10;     Kemet PBF #1&#10;&#10;&#10;&#10;&#10;",2012,2,5,90,120,13,17517,7.69652,7.46492,123|7.46492,strategygames/102/7.49767,3.0,Ancient|Miniatures|Mythology|Wargame,Action Points|Area Majority / Influence|Area Movement|Card Play Conflict Resolution|Hand Management|Open Drafting,Components: Map (Continental / National scale)|Components: Miniatures|Country: Egypt|Creatures: Monsters|Game: Kemet|Mythology: Egyptian|Theme: Deserts,Kemet: Blood and Sand|Kemet: Blood and Sand – Kickstarter Edition,Jacques Bariot|Guillaume Montiage,Matagot|Asmodee|Asterion Press|Bureau de Juegos|Buró|CrowD Games|Funiverse|Galápagos Jogos|Pegasus Spiele|Rebel Sp. z o.o.|Surfin' Meeple China
266524,PARKS,"PARKS is a celebration of the US National Parks featuring illustrious art from Fifty-Nine Parks.&#10;&#10;In PARKS, players will take on the role of two hikers as they trek through different trails across four seasons of the year. While on the trail, these hikers will take actions and collect memories of the places your hikers visit. These memories are represented by various resource tokens like mountains and forests. Collecting these memories in sets will allow players to trade them in to visit a National Park at the end of each hike.&#10;&#10;Each trail represents one season of the year, and each season, the trails will change and grow steadily longer. The trails, represented by tiles, get shuffled in between each season and laid out anew for the next round. Resources can be tough to come by especially when someone is at the place you&rsquo;re trying to reach! Campfires allow you to share a space and time with other hikers. Canteens and Gear can also be used to improve your access to resources through the game. It&rsquo;ll be tough to manage building up your engine versus spending resources on parks, but we bet you&rsquo;re up to the challenge. Welcome to PARKS!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2019,1,5,30,60,10,14669,7.77302,7.47037,120|7.47037,familygames/15/7.52002,2.1593,Adventure|Animals|Environmental|Travel,Contracts|Modular Board|Open Drafting|Set Collection|Solo / Solitaire Game|Track Movement|Turn Order: Claim Action|Worker Placement,Components: Game Trayz Inside|Components: Meeples (Animal) / Animeeples|Components: Wooden pieces & boards|Country: USA|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: Tabletopia|Players: Games with Solitaire Rules|Series: PARKS|Theme: Nature|Theme: US National Parks,,Henry Audubon,Keymaster Games|Albi|Albi Polska|Feuerland Spiele|Lavka Games|Matagot|Surfin' Meeple China|Tranjis Games
